measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,102,United States of America,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,1990,2.666574503424972,2.7120151000075707,2.6114350661080445
1,Deaths,102,United States of America,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1990,1.7161122550860617,1.7936134547870084,1.6465399079311784
1,Deaths,102,United States of America,3,Both,22,All ages,563,Cocaine use disorders,3,Rate,1990,0.2263028501607626,0.2363455592958953,0.21652899060095623
1,Deaths,102,United States of America,3,Both,22,All ages,564,Amphetamine use disorders,3,Rate,1990,0.09108245939107054,0.09522069106704505,0.087186155059802
1,Deaths,102,United States of America,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,1997,2.826162030962909,2.8706692295060354,2.7739458333562594
1,Deaths,102,United States of America,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1997,2.8080971881841057,2.905405341748186,2.7126840819549654
1,Deaths,102,United States of America,3,Both,22,All ages,563,Cocaine use disorders,3,Rate,1997,0.42191188597537416,0.4382356107545168,0.4029088920872122
1,Deaths,102,United States of America,3,Both,22,All ages,564,Amphetamine use disorders,3,Rate,1997,0.15802855996883655,0.16543246823484214,0.15147182468317932
1,Deaths,102,United States of America,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,1991,2.678679733608233,2.7256018921109315,2.6257438305903142
1,Deaths,102,United States of America,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1991,1.7939219818009873,1.8708585230835373,1.7180411155815074
1,Deaths,102,United States of America,3,Both,22,All ages,563,Cocaine use disorders,3,Rate,1991,0.24240450326154217,0.2525248510289549,0.23232391833168894
1,Deaths,102,United States of America,3,Both,22,All ages,564,Amphetamine use disorders,3,Rate,1991,0.09515759044998907,0.09918648631322798,0.09114280745292669
1,Deaths,102,United States of America,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,1992,2.714003486426937,2.7630816348672207,2.658445872980562
1,Deaths,102,United States of America,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1992,1.918149214893739,2.001049088806116,1.843361499941349
1,Deaths,102,United States of America,3,Both,22,All ages,563,Cocaine use disorders,3,Rate,1992,0.2603714113912407,0.27176507281861345,0.24926684216602876
1,Deaths,102,United States of America,3,Both,22,All ages,564,Amphetamine use disorders,3,Rate,1992,0.10135832754455941,0.10563953528236407,0.09722051410338585
1,Deaths,102,United States of America,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,2001,3.1972354655874824,3.255583422718671,3.140048593012216
1,Deaths,102,United States of America,3,Both,22,All ages,562,Opioid use disorders,3,Rate,2001,4.206058554373134,4.350097885133046,4.0680613030639075
1,Deaths,102,United States of America,3,Both,22,All ages,563,Cocaine use disorders,3,Rate,2001,0.7519350688923094,0.7820745546007396,0.7219119676951921
1,Deaths,102,United States of America,3,Both,22,All ages,564,Amphetamine use disorders,3,Rate,2001,0.29780382046789106,0.310367842156576,0.28499930650768523
1,Deaths,102,United States of America,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,1993,2.7487739918372776,2.7917790554743855,2.7037214364806075
1,Deaths,102,United States of America,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1993,2.097880132220166,2.1907445199367976,2.0166267242151017
1,Deaths,102,United States of America,3,Both,22,All ages,563,Cocaine use disorders,3,Rate,1993,0.28844579937515336,0.30181801189852886,0.2760928194176089
1,Deaths,102,United States of America,3,Both,22,All ages,564,Amphetamine use disorders,3,Rate,1993,0.11292162118837529,0.11812992787344462,0.10806347977391396
